MapName,WinCntOfRed,WinCntOfBlue,DrawCnt,FirstMove
./autobattle/genmap454.tbsmap,1,0,0,2:6:6:4:6:3
./autobattle/genmap455.tbsmap,1,0,0,4:2:6:1:6:2
./autobattle/genmap456.tbsmap,0,1,0,4:4:6:3:5:3
./autobattle/genmap457.tbsmap,0,0,1,4:5:3:4:2:4
./autobattle/genmap458.tbsmap,0,0,1,4:2:4:2:4:1
./autobattle/genmap459.tbsmap,1,0,0,4:6:5:3:5:2
./autobattle/genmap46.tbsmap,1,0,0,4:5:4:3:4:2
./autobattle/genmap460.tbsmap,1,0,0,6:5:3:2:2:2
./autobattle/genmap461.tbsmap,1,0,0,3:3:5:2:6:2
./autobattle/genmap462.tbsmap,1,0,0,2:5:5:3:4:3
./autobattle/genmap463.tbsmap,0,1,0,4:5:2:4:1:4
./autobattle/genmap464.tbsmap,1,0,0,3:2:3:2:2:2
./autobattle/genmap465.tbsmap,0,1,0,4:2:6:3:6:4
./autobattle/genmap466.tbsmap,0,0,1,5:3:5:1:5:2
./autobattle/genmap467.tbsmap,1,0,0,2:2:5:6:4:6
./autobattle/genmap468.tbsmap,1,0,0,6:3:6:1:5:1
./autobattle/genmap469.tbsmap,1,0,0,4:4:2:2:2:3
./autobattle/genmap47.tbsmap,1,0,0,1:1:1:2:2:2
./autobattle/genmap470.tbsmap,1,0,0,6:2:5:3:5:4
./autobattle/genmap471.tbsmap,0,1,0,5:1:3:4:2:4
./autobattle/genmap472.tbsmap,1,0,0,4:3:3:4:3:5
./autobattle/genmap473.tbsmap,1,0,0,2:6:2:6:1:6
./autobattle/genmap474.tbsmap,0,0,1,1:6:5:4:4:4
./autobattle/genmap475.tbsmap,0,1,0,2:1:2:4:2:5
./autobattle/genmap476.tbsmap,1,0,0,3:4:2:1:1:1
./autobattle/genmap477.tbsmap,1,0,0,2:1:2:5:3:5
./autobattle/genmap478.tbsmap,1,0,0,2:3:2:3:2:2
./autobattle/genmap479.tbsmap,1,0,0,5:3:6:4:6:5
./autobattle/genmap48.tbsmap,0,1,0,1:4:4:3:4:4
./autobattle/genmap480.tbsmap,1,0,0,6:4:6:5:5:5
./autobattle/genmap481.tbsmap,1,0,0,3:6:3:5:2:5
./autobattle/genmap482.tbsmap,1,0,0,5:4:6:2:5:2
./autobattle/genmap483.tbsmap,1,0,0,6:5:4:5:3:5
./autobattle/genmap484.tbsmap,1,0,0,6:3:3:6:3:5
./autobattle/genmap485.tbsmap,0,1,0,3:4:3:4:4:4
./autobattle/genmap486.tbsmap,1,0,0,5:5:2:1:1:1
./autobattle/genmap487.tbsmap,1,0,0,1:5:6:6:5:6
./autobattle/genmap488.tbsmap,0,0,1,2:4:5:2:4:2
./autobattle/genmap489.tbsmap,0,0,1,2:3:4:3:4:2
./autobattle/genmap49.tbsmap,0,1,0,3:4:4:5:3:5
./autobattle/genmap490.tbsmap,1,0,0,2:1:2:2:1:2
./autobattle/genmap491.tbsmap,1,0,0,2:6:2:6:2:5
./autobattle/genmap492.tbsmap,0,1,0,1:4:5:4:6:4
./autobattle/genmap493.tbsmap,1,0,0,5:6:5:6:4:6
./autobattle/genmap494.tbsmap,1,0,0,3:6:5:5:6:5
./autobattle/genmap495.tbsmap,1,0,0,6:1:5:1:4:1
./autobattle/genmap496.tbsmap,1,0,0,2:2:2:4:2:5
./autobattle/genmap497.tbsmap,1,0,0,6:6:2:5:2:6
./autobattle/genmap498.tbsmap,1,0,0,3:4:2:3:1:3
./autobattle/genmap499.tbsmap,0,1,0,2:6:3:4:2:4
./autobattle/genmap5.tbsmap,1,0,0,4:2:4:4:3:4
./autobattle/genmap50.tbsmap,1,0,0,4:1:6:2:6:3
./autobattle/genmap500.tbsmap,1,0,0,4:2:1:2:1:1
./autobattle/genmap501.tbsmap,0,0,1,1:5:4:3:3:3
./autobattle/genmap502.tbsmap,1,0,0,1:3:3:3:3:4
./autobattle/genmap503.tbsmap,0,0,1,4:2:4:2:5:2
./autobattle/genmap504.tbsmap,0,1,0,4:6:2:6:1:6
./autobattle/genmap505.tbsmap,1,0,0,3:4:3:6:2:6
./autobattle/genmap506.tbsmap,1,0,0,4:5:5:1:4:1
./autobattle/genmap507.tbsmap,0,0,1,2:6:1:5:1:4
./autobattle/genmap508.tbsmap,1,0,0,2:6:3:4:3:3
./autobattle/genmap509.tbsmap,0,1,0,6:6:5:3:4:3
./autobattle/genmap51.tbsmap,1,0,0,3:4:5:1:6:1
./autobattle/genmap510.tbsmap,1,0,0,2:2:6:4:6:5
./autobattle/genmap511.tbsmap,1,0,0,1:6:2:3:2:2
./autobattle/genmap512.tbsmap,1,0,0,4:6:5:4:4:4
./autobattle/genmap513.tbsmap,1,0,0,3:4:2:5:1:5
./autobattle/genmap514.tbsmap,0,0,1,6:4:4:3:4:4
./autobattle/genmap515.tbsmap,0,1,0,5:4:3:5:3:6
./autobattle/genmap516.tbsmap,1,0,0,5:3:5:1:6:1
./autobattle/genmap517.tbsmap,0,0,1,2:1:4:1:5:1
./autobattle/genmap518.tbsmap,1,0,0,4:4:6:5:6:6
./autobattle/genmap519.tbsmap,1,0,0,5:3:2:4:1:4
./autobattle/genmap52.tbsmap,1,0,0,1:1:1:1:2:1
./autobattle/genmap520.tbsmap,1,0,0,2:3:3:2:2:2
./autobattle/genmap521.tbsmap,1,0,0,3:1:4:2:4:3
./autobattle/genmap522.tbsmap,1,0,0,6:3:3:4:2:4
./autobattle/genmap523.tbsmap,0,1,0,4:6:4:5:3:5
./autobattle/genmap524.tbsmap,0,1,0,4:3:3:5:3:6
./autobattle/genmap525.tbsmap,1,0,0,6:2:5:2:4:2
./autobattle/genmap526.tbsmap,1,0,0,6:3:6:1:6:2
./autobattle/genmap527.tbsmap,0,1,0,1:5:2:6:3:6
./autobattle/genmap528.tbsmap,1,0,0,4:4:2:3:1:3
./autobattle/genmap529.tbsmap,1,0,0,1:3:2:1:2:2
./autobattle/genmap53.tbsmap,0,0,1,5:6:4:6:3:6
./autobattle/genmap530.tbsmap,1,0,0,2:1:6:4:5:4
./autobattle/genmap531.tbsmap,0,1,0,2:4:2:1:1:1
./autobattle/genmap532.tbsmap,1,0,0,1:4:3:2:2:2
./autobattle/genmap533.tbsmap,1,0,0,4:3:1:2:1:1
./autobattle/genmap534.tbsmap,0,0,1,2:2:6:2:6:3
./autobattle/genmap535.tbsmap,1,0,0,6:5:4:2:3:2
./autobattle/genmap536.tbsmap,1,0,0,6:6:3:2:2:2
./autobattle/genmap537.tbsmap,1,0,0,2:3:5:4:5:5
./autobattle/genmap538.tbsmap,0,1,0,3:2:3:3:3:4
./autobattle/genmap539.tbsmap,0,1,0,5:4:3:4:2:4
./autobattle/genmap54.tbsmap,1,0,0,2:3:3:5:2:5
./autobattle/genmap540.tbsmap,0,0,1,3:2:5:3:5:2
./autobattle/genmap541.tbsmap,1,0,0,3:3:2:1:1:1
./autobattle/genmap542.tbsmap,0,0,1,6:1:5:3:4:3
./autobattle/genmap543.tbsmap,1,0,0,5:1:5:3:4:3
./autobattle/genmap544.tbsmap,0,1,0,2:4:6:3:6:2
./autobattle/genmap545.tbsmap,1,0,0,5:2:3:5:2:5
./autobattle/genmap546.tbsmap,1,0,0,2:4:4:4:4:5
./autobattle/genmap547.tbsmap,0,1,0,3:3:4:5:3:5
./autobattle/genmap548.tbsmap,0,1,0,3:4:4:6:5:6
./autobattle/genmap549.tbsmap,0,0,1,2:1:2:1:2:2
./autobattle/genmap55.tbsmap,1,0,0,6:2:6:4:6:5
./autobattle/genmap550.tbsmap,0,1,0,3:2:2:5:1:5
./autobattle/genmap551.tbsmap,1,0,0,5:2:4:5:3:5
./autobattle/genmap552.tbsmap,0,1,0,6:3:6:3:5:3
./autobattle/genmap553.tbsmap,0,0,1,6:1:4:1:3:1
./autobattle/genmap554.tbsmap,1,0,0,5:4:4:4:4:3
./autobattle/genmap555.tbsmap,0,1,0,1:5:3:3:2:3
./autobattle/genmap556.tbsmap,0,1,0,2:5:5:5:4:5
./autobattle/genmap557.tbsmap,1,0,0,6:6:6:6:5:6
./autobattle/genmap558.tbsmap,1,0,0,2:1:6:4:5:4
./autobattle/genmap559.tbsmap,1,0,0,2:3:5:6:6:6
./autobattle/genmap56.tbsmap,1,0,0,2:3:3:6:2:6
./autobattle/genmap560.tbsmap,1,0,0,2:1:5:1:5:2
./autobattle/genmap561.tbsmap,0,1,0,2:4:4:2:3:2
./autobattle/genmap562.tbsmap,0,1,0,5:2:5:1:4:1
./autobattle/genmap563.tbsmap,0,0,1,6:4:6:4:6:5
./autobattle/genmap564.tbsmap,0,1,0,2:1:6:2:5:2
./autobattle/genmap565.tbsmap,0,1,0,2:4:2:4:1:4
./autobattle/genmap566.tbsmap,1,0,0,3:3:5:4:4:4
./autobattle/genmap567.tbsmap,0,0,1,6:6:5:5:6:5
./autobattle/genmap568.tbsmap,1,0,0,4:6:4:6:5:6
./autobattle/genmap569.tbsmap,1,0,0,4:3:2:1:3:1
./autobattle/genmap57.tbsmap,0,1,0,2:2:6:2:5:2
./autobattle/genmap570.tbsmap,0,1,0,5:3:5:6:4:6
./autobattle/genmap571.tbsmap,1,0,0,2:2:2:4:2:5
./autobattle/genmap572.tbsmap,1,0,0,3:2:3:1:2:1
./autobattle/genmap573.tbsmap,0,1,0,2:5:1:2:1:1
./autobattle/genmap574.tbsmap,1,0,0,2:4:4:6:3:6
./autobattle/genmap575.tbsmap,0,1,0,1:6:4:5:4:4
./autobattle/genmap576.tbsmap,0,1,0,6:2:4:3:3:3
./autobattle/genmap577.tbsmap,1,0,0,4:2:3:1:4:1
./autobattle/genmap578.tbsmap,0,1,0,3:4:3:5:3:6
./autobattle/genmap579.tbsmap,0,1,0,2:4:2:1:1:1
./autobattle/genmap58.tbsmap,1,0,0,1:1:1:5:1:6
./autobattle/genmap580.tbsmap,1,0,0,2:4:2:6:3:6
./autobattle/genmap581.tbsmap,1,0,0,3:1:5:3:5:4
./autobattle/genmap582.tbsmap,0,0,1,2:2:3:4:2:4
./autobattle/genmap583.tbsmap,0,0,1,6:4:6:4:5:4
./autobattle/genmap584.tbsmap,1,0,0,1:2:4:1:5:1
./autobattle/genmap585.tbsmap,0,1,0,3:6:3:6:3:5
./autobattle/genmap586.tbsmap,1,0,0,5:6:6:2:5:2
./autobattle/genmap587.tbsmap,1,0,0,2:6:3:4:4:4
./autobattle/genmap588.tbsmap,1,0,0,2:2:1:5:1:6
./autobattle/genmap589.tbsmap,0,1,0,1:2:3:1:3:2
./autobattle/genmap59.tbsmap,0,0,1,3:5:5:5:4:5
./autobattle/genmap590.tbsmap,1,0,0,5:5:5:3:6:3
./autobattle/genmap591.tbsmap,1,0,0,6:3:4:3:3:3
./autobattle/genmap592.tbsmap,0,0,1,4:1:6:3:5:3
./autobattle/genmap593.tbsmap,1,0,0,2:4:6:3:6:4
./autobattle/genmap594.tbsmap,1,0,0,4:4:4:3:3:3
./autobattle/genmap595.tbsmap,0,1,0,5:5:4:6:3:6
./autobattle/genmap596.tbsmap,1,0,0,4:4:4:4:3:4
./autobattle/genmap597.tbsmap,0,1,0,1:3:2:5:1:5
./autobattle/genmap598.tbsmap,0,0,1,6:4:4:3:4:4
./autobattle/genmap599.tbsmap,0,1,0,6:3:5:2:6:2
./autobattle/genmap6.tbsmap,0,1,0,1:2:1:4:1:5
./autobattle/genmap60.tbsmap,1,0,0,4:3:1:2:1:3
./autobattle/genmap600.tbsmap,0,1,0,1:6:1:2:1:1
./autobattle/genmap601.tbsmap,1,0,0,6:3:4:5:3:5
./autobattle/genmap602.tbsmap,1,0,0,4:6:5:5:6:5
./autobattle/genmap603.tbsmap,1,0,0,4:5:2:3:1:3
./autobattle/genmap604.tbsmap,0,0,1,4:3:5:3:6:3
./autobattle/genmap605.tbsmap,1,0,0,1:3:3:5:2:5
./autobattle/genmap606.tbsmap,0,1,0,4:3:3:5:2:5
./autobattle/genmap607.tbsmap,0,1,0,5:6:2:2:1:2
./autobattle/genmap608.tbsmap,0,1,0,1:2:4:3:4:4
./autobattle/genmap609.tbsmap,1,0,0,3:2:5:5:5:6
./autobattle/genmap61.tbsmap,1,0,0,6:2:4:3:3:3
./autobattle/genmap610.tbsmap,0,0,1,2:2:5:2:4:2
./autobattle/genmap611.tbsmap,0,1,0,2:3:2:3:3:3
./autobattle/genmap612.tbsmap,0,1,0,4:3:4:3:5:3
./autobattle/genmap613.tbsmap,1,0,0,6:5:4:2:3:2
./autobattle/genmap614.tbsmap,1,0,0,5:5:5:5:4:5
./autobattle/genmap615.tbsmap,1,0,0,2:4:6:2:6:1
./autobattle/genmap616.tbsmap,1,0,0,4:2:4:2:3:2
./autobattle/genmap617.tbsmap,1,0,0,5:1:2:1:2:2
./autobattle/genmap618.tbsmap,0,1,0,3:1:4:2:3:2
./autobattle/genmap619.tbsmap,0,0,1,4:3:3:2:2:2
./autobattle/genmap62.tbsmap,1,0,0,2:2:4:4:5:4
./autobattle/genmap620.tbsmap,1,0,0,2:2:2:4:1:4
./autobattle/genmap621.tbsmap,1,0,0,2:5:3:5:4:5
./autobattle/genmap622.tbsmap,1,0,0,6:2:5:3:4:3
./autobattle/genmap623.tbsmap,1,0,0,2:3:3:2:2:2
./autobattle/genmap624.tbsmap,0,1,0,5:5:4:3:3:3
./autobattle/genmap625.tbsmap,1,0,0,5:3:4:4:3:4
./autobattle/genmap626.tbsmap,1,0,0,3:6:3:6:2:6
./autobattle/genmap627.tbsmap,1,0,0,4:4:4:4:4:5
./autobattle/genmap628.tbsmap,0,1,0,4:6:4:5:3:5
./autobattle/genmap629.tbsmap,0,1,0,5:4:2:2:2:3
./autobattle/genmap63.tbsmap,1,0,0,5:4:3:5:2:5
./autobattle/genmap630.tbsmap,1,0,0,1:4:3:1:3:2
./autobattle/genmap631.tbsmap,1,0,0,3:1:4:4:4:5
./autobattle/genmap632.tbsmap,1,0,0,1:5:1:5:2:5
./autobattle/genmap633.tbsmap,0,1,0,6:2:5:3:4:3
./autobattle/genmap634.tbsmap,1,0,0,5:3:4:5:3:5
./autobattle/genmap635.tbsmap,0,0,1,3:3:3:3:4:3
./autobattle/genmap636.tbsmap,0,1,0,1:3:2:1:1:1
./autobattle/genmap637.tbsmap,0,0,1,4:2:4:1:3:1
./autobattle/genmap638.tbsmap,0,1,0,6:5:1:5:1:4
./autobattle/genmap639.tbsmap,0,0,1,2:2:2:3:1:3
./autobattle/genmap64.tbsmap,0,1,0,3:1:2:3:1:3
./autobattle/genmap640.tbsmap,1,0,0,2:5:3:3:4:3
./autobattle/genmap641.tbsmap,1,0,0,3:5:5:5:5:4
./autobattle/genmap642.tbsmap,0,1,0,6:2:6:2:6:1
./autobattle/genmap643.tbsmap,1,0,0,5:6:6:2:5:2
./autobattle/genmap644.tbsmap,1,0,0,6:5:4:4:4:5
./autobattle/genmap645.tbsmap,0,1,0,4:2:4:2:4:1
./autobattle/genmap646.tbsmap,0,1,0,2:3:2:6:1:6
./autobattle/genmap647.tbsmap,1,0,0,1:5:2:4:2:3
./autobattle/genmap648.tbsmap,1,0,0,6:1:6:3:5:3
./autobattle/genmap649.tbsmap,1,0,0,6:5:5:4:6:4
./autobattle/genmap65.tbsmap,1,0,0,2:4:2:4:3:4
./autobattle/genmap650.tbsmap,1,0,0,6:6:3:4:2:4
./autobattle/genmap651.tbsmap,1,0,0,6:2:5:4:5:5
./autobattle/genmap652.tbsmap,1,0,0,4:5:6:2:5:2
./autobattle/genmap653.tbsmap,0,1,0,4:2:3:2:2:2
./autobattle/genmap654.tbsmap,0,0,1,5:3:5:2:6:2
./autobattle/genmap655.tbsmap,1,0,0,4:3:6:3:6:2
./autobattle/genmap656.tbsmap,1,0,0,4:1:4:2:5:2
./autobattle/genmap657.tbsmap,0,0,1,1:2:2:3:3:3
./autobattle/genmap658.tbsmap,1,0,0,5:5:5:4:5:3
./autobattle/genmap659.tbsmap,0,0,1,5:3:4:1:3:1
./autobattle/genmap66.tbsmap,1,0,0,3:3:2:4:2:5
./autobattle/genmap660.tbsmap,1,0,0,5:5:5:3:5:2
./autobattle/genmap661.tbsmap,0,0,1,4:3:5:2:4:2
./autobattle/genmap662.tbsmap,1,0,0,3:5:2:2:1:2
./autobattle/genmap663.tbsmap,1,0,0,4:6:2:3:2:2
./autobattle/genmap664.tbsmap,1,0,0,6:6:6:2:6:3
./autobattle/genmap665.tbsmap,0,1,0,2:2:4:1:5:1
./autobattle/genmap666.tbsmap,0,1,0,4:5:3:2:2:2
./autobattle/genmap667.tbsmap,1,0,0,5:4:4:3:3:3
./autobattle/genmap668.tbsmap,1,0,0,4:1:3:3:4:3
./autobattle/genmap669.tbsmap,1,0,0,5:5:5:5:6:5
./autobattle/genmap67.tbsmap,0,1,0,1:6:2:3:3:3
./autobattle/genmap670.tbsmap,1,0,0,5:2:5:1:6:1
./autobattle/genmap671.tbsmap,1,0,0,6:4:6:2:6:1
./autobattle/genmap672.tbsmap,0,1,0,5:5:2:2:2:1
./autobattle/genmap673.tbsmap,0,1,0,1:2:3:2:3:3
./autobattle/genmap674.tbsmap,1,0,0,6:2:5:1:4:1
./autobattle/genmap675.tbsmap,0,0,1,1:6:2:5:2:4
./autobattle/genmap676.tbsmap,1,0,0,1:3:2:2:2:1
./autobattle/genmap677.tbsmap,1,0,0,2:4:6:5:5:5
./autobattle/genmap678.tbsmap,1,0,0,2:1:2:1:2:2
./autobattle/genmap679.tbsmap,0,1,0,3:1:5:1:4:1
./autobattle/genmap68.tbsmap,1,0,0,5:3:6:5:6:6
./autobattle/genmap680.tbsmap,1,0,0,5:3:5:3:4:3
./autobattle/genmap681.tbsmap,1,0,0,6:5:4:3:4:4
./autobattle/genmap682.tbsmap,0,1,0,4:6:6:5:5:5
./autobattle/genmap683.tbsmap,1,0,0,2:1:4:3:4:4
./autobattle/genmap684.tbsmap,1,0,0,1:1:2:4:1:4
./autobattle/genmap685.tbsmap,1,0,0,1:4:4:4:5:4
./autobattle/genmap686.tbsmap,1,0,0,3:6:3:6:3:5
./autobattle/genmap687.tbsmap,0,0,1,5:6:6:4:5:4
./autobattle/genmap688.tbsmap,1,0,0,6:2:6:1:5:1
./autobattle/genmap689.tbsmap,1,0,0,4:5:5:4:4:4
./autobattle/genmap69.tbsmap,0,0,1,5:1:2:5:2:6
./autobattle/genmap690.tbsmap,0,1,0,3:6:1:3:1:2
./autobattle/genmap691.tbsmap,0,1,0,3:5:2:4:3:4
./autobattle/genmap692.tbsmap,0,1,0,3:1:1:3:2:3
./autobattle/genmap693.tbsmap,0,1,0,6:3:4:1:5:1
./autobattle/genmap694.tbsmap,1,0,0,4:6:3:5:2:5
./autobattle/genmap695.tbsmap,1,0,0,3:3:4:3:4:4
./autobattle/genmap696.tbsmap,1,0,0,1:1:1:5:2:5
./autobattle/genmap697.tbsmap,1,0,0,5:4:5:4:4:4
./autobattle/genmap698.tbsmap,1,0,0,4:4:2:5:1:5
./autobattle/genmap699.tbsmap,1,0,0,5:6:2:5:2:4
./autobattle/genmap7.tbsmap,1,0,0,2:5:5:4:6:4
./autobattle/genmap70.tbsmap,1,0,0,3:3:3:3:2:3
./autobattle/genmap700.tbsmap,0,1,0,6:2:6:1:5:1
./autobattle/genmap701.tbsmap,0,1,0,5:5:5:4:6:4
./autobattle/genmap702.tbsmap,1,0,0,1:1:1:2:1:3
./autobattle/genmap703.tbsmap,1,0,0,6:6:3:5:3:4
./autobattle/genmap704.tbsmap,0,1,0,5:2:6:2:6:3
./autobattle/genmap705.tbsmap,1,0,0,2:6:2:4:1:4
./autobattle/genmap706.tbsmap,1,0,0,4:3:5:2:6:2
./autobattle/genmap707.tbsmap,1,0,0,2:4:1:3:1:2
./autobattle/genmap708.tbsmap,0,0,1,6:6:5:1:4:1
./autobattle/genmap709.tbsmap,1,0,0,4:5:4:5:5:5
./autobattle/genmap71.tbsmap,0,1,0,2:1:4:2:3:2
./autobattle/genmap710.tbsmap,1,0,0,6:2:5:6:4:6
./autobattle/genmap711.tbsmap,1,0,0,5:1:3:1:3:2
./autobattle/genmap712.tbsmap,1,0,0,2:1:5:3:5:4
./autobattle/genmap713.tbsmap,1,0,0,1:4:1:5:1:6
./autobattle/genmap714.tbsmap,1,0,0,1:6:3:2:2:2
./autobattle/genmap715.tbsmap,0,1,0,3:5:1:3:2:3
./autobattle/genmap716.tbsmap,1,0,0,2:6:6:5:6:4
./autobattle/genmap717.tbsmap,0,1,0,1:5:1:5:1:6
./autobattle/genmap718.tbsmap,1,0,0,2:3:1:6:1:5
./autobattle/genmap719.tbsmap,1,0,0,4:3:6:4:6:3
./autobattle/genmap72.tbsmap,1,0,0,3:2:5:5:4:5
./autobattle/genmap720.tbsmap,1,0,0,6:5:4:6:4:5
./autobattle/genmap721.tbsmap,0,0,1,4:6:5:5:6:5
./autobattle/genmap722.tbsmap,1,0,0,5:5:5:2:6:2
./autobattle/genmap723.tbsmap,0,0,1,4:6:4:3:3:3
./autobattle/genmap724.tbsmap,1,0,0,6:4:3:5:2:5
./autobattle/genmap725.tbsmap,1,0,0,5:4:6:2:5:2
./autobattle/genmap726.tbsmap,1,0,0,2:3:5:5:6:5
./autobattle/genmap727.tbsmap,0,1,0,1:3:5:3:5:4
./autobattle/genmap728.tbsmap,0,1,0,2:4:3:3:2:3
./autobattle/genmap729.tbsmap,1,0,0,5:4:5:2:5:3
./autobattle/genmap73.tbsmap,1,0,0,1:6:3:5:3:6
./autobattle/genmap730.tbsmap,0,1,0,6:1:4:1:3:1
./autobattle/genmap731.tbsmap,1,0,0,4:3:2:2:3:2
./autobattle/genmap732.tbsmap,1,0,0,3:6:3:3:2:3
./autobattle/genmap733.tbsmap,1,0,0,5:5:3:3:4:3
./autobattle/genmap734.tbsmap,1,0,0,4:1:2:3:2:4
./autobattle/genmap735.tbsmap,0,1,0,3:2:5:4:4:4
./autobattle/genmap736.tbsmap,1,0,0,6:2:6:2:5:2
./autobattle/genmap737.tbsmap,0,1,0,1:4:4:5:5:5
./autobattle/genmap738.tbsmap,0,1,0,6:4:6:4:6:3
./autobattle/genmap739.tbsmap,1,0,0,4:5:3:3:2:3
./autobattle/genmap74.tbsmap,1,0,0,2:2:2:1:3:1
./autobattle/genmap740.tbsmap,0,1,0,2:6:2:6:2:5
./autobattle/genmap741.tbsmap,1,0,0,2:4:2:4:3:4
./autobattle/genmap742.tbsmap,0,0,1,3:4:6:3:6:4
./autobattle/genmap743.tbsmap,1,0,0,1:5:2:2:2:3
./autobattle/genmap744.tbsmap,1,0,0,3:6:5:3:5:4
./autobattle/genmap745.tbsmap,0,1,0,1:6:2:4:2:5
./autobattle/genmap746.tbsmap,1,0,0,4:2:3:3:3:4
./autobattle/genmap747.tbsmap,1,0,0,2:2:6:4:5:4
./autobattle/genmap748.tbsmap,0,1,0,6:5:4:1:5:1
./autobattle/genmap749.tbsmap,0,0,1,5:1:5:2:4:2
./autobattle/genmap75.tbsmap,0,1,0,1:5:1:5:2:5
./autobattle/genmap750.tbsmap,1,0,0,4:2:5:4:4:4
./autobattle/genmap751.tbsmap,0,1,0,3:2:6:2:6:1
./autobattle/genmap752.tbsmap,1,0,0,4:6:4:5:3:5
./autobattle/genmap753.tbsmap,1,0,0,5:1:5:5:5:6
./autobattle/genmap754.tbsmap,1,0,0,4:4:2:2:1:2
./autobattle/genmap755.tbsmap,1,0,0,3:5:3:5:2:5
./autobattle/genmap756.tbsmap,0,1,0,3:2:1:3:1:2
./autobattle/genmap757.tbsmap,1,0,0,1:6:1:3:1:2
./autobattle/genmap758.tbsmap,1,0,0,3:4:3:6:2:6
./autobattle/genmap759.tbsmap,1,0,0,3:6:4:6:5:6
./autobattle/genmap76.tbsmap,1,0,0,4:6:4:4:4:3
./autobattle/genmap760.tbsmap,1,0,0,2:3:5:3:4:3
./autobattle/genmap761.tbsmap,0,1,0,1:1:3:3:3:2
./autobattle/genmap762.tbsmap,1,0,0,6:6:5:5:5:4
./autobattle/genmap763.tbsmap,1,0,0,1:3:4:3:4:4
./autobattle/genmap764.tbsmap,0,1,0,2:2:4:2:3:2
./autobattle/genmap765.tbsmap,1,0,0,1:1:4:1:5:1
./autobattle/genmap766.tbsmap,0,1,0,6:6:6:2:5:2
./autobattle/genmap767.tbsmap,0,1,0,1:4:4:5:4:4
./autobattle/genmap768.tbsmap,1,0,0,2:1:5:1:6:1
./autobattle/genmap769.tbsmap,1,0,0,1:3:6:2:6:3
./autobattle/genmap77.tbsmap,1,0,0,3:1:3:3:2:3
./autobattle/genmap770.tbsmap,1,0,0,1:2:2:2:2:1
./autobattle/genmap771.tbsmap,1,0,0,6:4:6:5:5:5
./autobattle/genmap772.tbsmap,1,0,0,1:1:4:6:5:6
./autobattle/genmap773.tbsmap,1,0,0,2:5:1:3:1:2
./autobattle/genmap774.tbsmap,1,0,0,3:3:6:5:6:4
./autobattle/genmap775.tbsmap,0,0,1,3:2:2:4:1:4
./autobattle/genmap776.tbsmap,1,0,0,6:5:3:4:2:4
./autobattle/genmap777.tbsmap,1,0,0,2:5:5:2:6:2
./autobattle/genmap778.tbsmap,1,0,0,6:6:4:4:3:4
./autobattle/genmap779.tbsmap,1,0,0,2:2:2:5:2:6
./autobattle/genmap78.tbsmap,0,1,0,4:5:2:3:3:3
./autobattle/genmap780.tbsmap,0,1,0,6:5:6:2:5:2
./autobattle/genmap781.tbsmap,1,0,0,6:4:4:4:3:4
./autobattle/genmap782.tbsmap,1,0,0,4:5:4:5:4:4
./autobattle/genmap783.tbsmap,0,1,0,5:1:2:2:2:1
./autobattle/genmap784.tbsmap,1,0,0,1:1:3:3:2:3
./autobattle/genmap785.tbsmap,1,0,0,5:6:4:5:3:5
./autobattle/genmap786.tbsmap,1,0,0,4:4:4:3:3:3
./autobattle/genmap787.tbsmap,0,1,0,4:1:2:3:1:3
./autobattle/genmap788.tbsmap,1,0,0,3:5:6:3:5:3
./autobattle/genmap789.tbsmap,0,0,1,3:6:4:6:4:5
./autobattle/genmap79.tbsmap,1,0,0,4:5:4:1:5:1
./autobattle/genmap790.tbsmap,0,0,1,1:2:4:1:3:1
./autobattle/genmap791.tbsmap,1,0,0,2:2:3:5:2:5
./autobattle/genmap792.tbsmap,1,0,0,3:3:4:4:5:4
./autobattle/genmap793.tbsmap,1,0,0,4:4:2:5:1:5
./autobattle/genmap794.tbsmap,0,0,1,4:4:5:5:4:5
./autobattle/genmap795.tbsmap,0,1,0,3:6:2:5:1:5
./autobattle/genmap796.tbsmap,0,0,1,1:2:3:3:3:4
./autobattle/genmap797.tbsmap,1,0,0,4:2:4:3:3:3
./autobattle/genmap798.tbsmap,1,0,0,4:3:2:4:1:4
./autobattle/genmap799.tbsmap,0,0,1,2:4:5:5:6:5
./autobattle/genmap8.tbsmap,1,0,0,1:4:2:6:1:6
./autobattle/genmap80.tbsmap,1,0,0,5:4:6:3:6:4
./autobattle/genmap800.tbsmap,0,0,1,6:2:6:3:5:3
./autobattle/genmap801.tbsmap,1,0,0,3:3:4:2:3:2
./autobattle/genmap802.tbsmap,1,0,0,4:2:6:5:5:5
./autobattle/genmap803.tbsmap,1,0,0,1:1:2:3:3:3
./autobattle/genmap804.tbsmap,1,0,0,3:3:6:2:6:3
./autobattle/genmap805.tbsmap,1,0,0,5:3:3:3:2:3
./autobattle/genmap806.tbsmap,0,1,0,6:4:5:4:5:3
./autobattle/genmap807.tbsmap,0,0,1,4:4:2:3:1:3
./autobattle/genmap808.tbsmap,0,1,0,2:6:1:5:1:4
./autobattle/genmap809.tbsmap,1,0,0,5:1:5:3:4:3
./autobattle/genmap81.tbsmap,1,0,0,2:6:3:5:2:5
./autobattle/genmap810.tbsmap,1,0,0,2:6:4:4:4:5
./autobattle/genmap811.tbsmap,1,0,0,4:3:5:2:5:3
