WinTeam,Resing,EndTurn,AttackCntBlue_0_5,AttackCntRed_0_5,attackCntBlue_6_11,attackCntRed_6_11,AllUnitHP_Blue,AllUnitHP_Red,F_UnitHP_Blue,A_UnitHP_Blue,P_UnitHP_Blue,U_UnitHP_Blue,R_UnitHP_Blue,I_UnitHP_Blue,F_UnitHP_Red,A_UnitHP_Red,P_UnitHP_Red,U_UnitHP_Red,R_UnitHP_Red,I_UnitHP_Red
1,False,12,5,7,8,3,39,0,0,10,7,0,12,10,0,0,0,0,0,0
1,False,39,6,0,4,8,32,6,0,8,12,0,10,2,0,6,0,0,0,0
1,False,10,7,1,9,0,68,0,0,10,30,0,18,10,0,0,0,0,0,0
